,Name,Price,Location,Model_Year,Mileage,Fuel_Type,Transmission,Year,Price_per_Mile,Brand,Brand_Model,Fuel,County
1106,Mercedes EQC400 4MATIC 408hk AMG | Premium Plus | Drag,469900,"553 05 Jönköping, Jönköping",2020,4618,Electric,Automatic,2020,101.75400606323083,Mercedes,Mercedes EQC400,Electric,Jönköping
1107,Fiat Scudo TransportbilarSkåp L3 145hk at Basic,299900,"754 54 Uppsala, Uppsala",2023,400,2.0L Diesel,Automatic,2023,749.75,Fiat,Fiat Scudo,Diesel,Uppsala
1108,Land Rover Range Rover evoque D180 AWD,359000,"431 49 Mölndal, Västra Götaland",Aug 2020,6176,2.0L Diesel,Automatic,2020,58.12823834196891,Land,Land Rover,Diesel,Västra Götaland
1109,Kia EV6 AWD PLUSPAKET 325HK /BRA UTRUSTSAD,449900,"18360 Täby, Stockholm",2022,4586,Electric,Automatic,2022,98.10292193632796,Kia,Kia EV6,Electric,Stockholm
1110,"Ford Transit Connect Connect L1 1,5 Ecoblue 120HK Aut | Dragkrok | Backkamera | Genomlastningslucka |",229000,"262 72, Skåne",2022,3300,1.5L Diesel,Automatic,2022,69.39393939393939,Ford,Ford Transit,Diesel,Skåne
1111,Honda HR-V ELEGANCE *PRIVATLEASINGKAMPANJ & TRYGGHETSKAMPANJ,313900,"431 68 Mölndal, Västra Götaland",2024,100,1.5L Hybrid,Automatic,2024,3139.0,Honda,Honda HR-V,Hybrid,Västra Götaland
1112,Kia XCeed PHEV ACTION / PRIVATLEASINGKAMPANJ 3895:- KR/MÅN,354900,"451 76 Uddevalla, Västra Götaland",2024,1,1.6L Hybrid,Automatic,2024,354900.0,Kia,Kia XCeed,Hybrid,Västra Götaland
1113,Audi A6 Limousine 45 TFSI Quattro S,349900,"182 36 Danderyd, Stockholm",2021,4918,2.0L Petrol,Automatic,2021,71.1468076453843,Audi,Audi A6,Petrol,Stockholm
1114,BYD Dolphin Dolphin,314900,"431 68 Mölndal, Västra Götaland",Nov 2023,32,Electric,Automatic,2023,9840.625,BYD,BYD Dolphin,Electric,Västra Götaland
1115,Ford Transit TREND SKÅP 350 L2 2.0 170Hk Man AWD/Dieselvärmare,429900,"431 49 Mölndal, Västra Götaland",2024,1,2.0L Diesel,Manual,2024,429900.0,Ford,Ford Transit,Diesel,Västra Götaland
1116,Fiat Ducato DucatoSKÅP L2H2 DIESEL 140HK AT NORDIC MCA,384900,"425 36 Hisings kärra, Västra Götaland",2024,5,2.2L Diesel,Automatic,2024,76980.0,Fiat,Fiat Ducato,Diesel,Västra Götaland
1117,Ford Transit Custom Trend L1 280S 13Hk Manuell Omgående leverans,359900,"431 49 Mölndal, Västra Götaland",2024,1,2.0L Diesel,Manual,2024,359900.0,Ford,Ford Transit,Diesel,Västra Götaland
1118,Ford Transit 170HK Automat - Skåp&Lift - Backkamera,167200,"554 58 Jönköping, Jönköping",2017,14971,2.0L Diesel,Automatic,2017,11.168258633357825,Ford,Ford Transit,Diesel,Jönköping
1119,Kia XCeed XCeed Plug-In Hybrid,349000,"425 37 Hisings Kärra, Västra Götaland",2024,1,1.6L Hybrid,Automatic,2024,349000.0,Kia,Kia XCeed,Hybrid,Västra Götaland
1120,Ford E-Transit E-Transitskåp trend 350 l3 bev 184 hk / 135 kw 1a,399900,"431 49 Mölndal, Västra Götaland",2023,800,Electric,Automatic,2023,499.875,Ford,Ford E-Transit,Electric,Västra Götaland
1121,Hyundai i20 1.0 T-GDI blue DCT AUT,159900,"212 37 Malmö, Skåne",2020,6800,1.0L Petrol,Automatic,2020,23.514705882352942,Hyundai,Hyundai i20,Petrol,Skåne
1122,Mitsubishi Outlander P-HEV CVT Business,204900,"254 66 Helsingborg, Skåne",2018,10289,2.0L Hybrid,Automatic,2018,19.91447176596365,Mitsubishi,Mitsubishi Outlander,Hybrid,Skåne
1123,Ford Ranger Wildtrak 3.0 V6 240hk DEMO,539900,"434 37 Kungsbacka, Halland",2024,500,3.0L Diesel,Manual,2024,1079.8,Ford,Ford Ranger,Diesel,Halland
1124,Ford Ranger Wildtrak Dubbelhytt 3.0 V6 EcoBlue 240hk,559900,"291 50 Kristianstad, Skåne",2024,1,3.0L Diesel,Manual,2024,559900.0,Ford,Ford Ranger,Diesel,Skåne
1125,Mercedes EQE350 SUV 4MATIC // AMG Line Advanced Plus,855200,"302 63 Halmstad, Halland",2024,1,Electric,Automatic,2024,855200.0,Mercedes,Mercedes EQE350,Electric,Halland
1126,Kia e-Niro ADVANCE | Godkänd,274900,"451 76 Uddevalla, Västra Götaland",2022,4045,1.6L Electric,Automatic,2022,67.96044499381954,Kia,Kia e-Niro,Electric,Västra Götaland
1127,BYD Dolphin Design V-hjul Serviceavtal Laddbox 2.95%,349900,"691 47 Karlskoga, Örebro",2023,77,Electric,Automatic,2023,4544.1558441558445,BYD,BYD Dolphin,Electric,Örebro
1128,BYD Dolphin DESIGN KAMPANJ BILLÅN | 3095 kr/mån,349900,"254 66 Helsingborg, Skåne",2023,44,Electric,Automatic,2023,7952.272727272727,BYD,BYD Dolphin,Electric,Skåne
1129,Kia Niro Plug-In Action 1 Ägare Moms,339900,"504 31 Borås, Västra Götaland",2024,1775,1.6L Hybrid,Automatic,2024,191.49295774647888,Kia,Kia Niro,Hybrid,Västra Götaland
1130,Skoda Superb 2.0 TDI 4x4 DSG BSINESS EDITION / DRAG / VÄRMAR,214900,"431 68 Mölndal, Västra Götaland",2018,10800,2.0L Diesel,Automatic,2018,19.89814814814815,Skoda,Skoda Superb,Diesel,Västra Götaland
1131,Mercedes AMG GT 43 Mercedes-43/PREMIUMPAKET/V8 STYLING PACK/360 KAMERA,889000,"334 32 Anderstorp, Jönköping",2021,2800,3.0L Petrol,Automatic,2021,317.5,Mercedes,Mercedes AMG,Petrol,Jönköping
1132,Nissan Leaf N-CONNECTA 40 KWH LED Pre-Owned 3995:-/månad,219900,"291 59 Kristianstad, Skåne",2022,4148,Electric,Automatic,2022,53.013500482160076,Nissan,Nissan Leaf,Electric,Skåne
1133,"Fiat 500 500DOLCEVITA HYBRID 1,0 70HK",129800,"163 53 Spånga, Stockholm",2022,3460,1.0L Hybrid,Automatic,2022,37.51445086705202,Fiat,Fiat 500,Hybrid,Stockholm
1134,Opel Mokka 1.2 Turbo EAT Ultimate,219900,"691 47 Karlskoga, Örebro",2021,980,1.2L Petrol,Automatic,2021,224.3877551020408,Opel,Opel Mokka,Petrol,Örebro
1135,Mercedes E300 E 4MATIC SEDAN AMG-Line Lev Januari 2025,769900,"582 72 Linköping, Östergötland",2024,1000,2.0L Hybrid,Automatic,2024,769.9,Mercedes,Mercedes E300,Hybrid,Östergötland
1136,MG HS HSLUXURY PLUG-IN HYBRID - 0% RÄNTEKAMPANJ* 3495 mån,459900,"534 50 Vara, Västra Götaland",2024,300,1.5L Hybrid,Automatic,2024,1533.0,MG,MG HS,Hybrid,Västra Götaland
1137,MG HS HSLUXURY PLUG-IN HYBRID Demo,464900,"553 05 Jönköping, Jönköping",2024,1,1.5L Hybrid,Automatic,2024,464900.0,MG,MG HS,Hybrid,Jönköping
1138,Renault Espace TECHNO FULLHYBRID AUTOMAT 7-SITS KAMPANJ,449900,"164 74 Kista, Stockholm",2024,1,1.2L Hybrid,Manual,2024,449900.0,Renault,Renault Espace,Hybrid,Stockholm
1139,Kia Sportage Plug-in Hybrid Action 245 hk,394900,"231 66 Trelleborg, Skåne",2023,863,1.6L Hybrid,Automatic,2023,457.58980301274624,Kia,Kia Sportage,Hybrid,Skåne
1140,Kia Niro Plug-in Hybrid 141 hk DCT6 Advance plus 2 Backkamera,249900,"141 74 Segeltorp, Stockholm",2021,4702,1.6L Hybrid,Automatic,2021,53.14759676733305,Kia,Kia Niro,Hybrid,Stockholm
1141,Mercedes E300 E SEDAN / AMG-Line / Panorama / Softclose,799900,"341 31 Ljungby, Kronoberg",2024,1000,2.0L Hybrid,Automatic,2024,799.9,Mercedes,Mercedes E300,Hybrid,Kronoberg
1142,"Ford Transit Custom TransportbilarCustom Skåp 280 SWB Trend 2,0 136Hk",406986,"291 50 Kristianstad, Skåne",2024,1,2.0L Diesel,Manual,2024,406986.0,Ford,Ford Transit,Diesel,Skåne
1143,Ford Transit Custom 2.0 EcoBlue SelectShift 136hk L1 Drag | Värmare,422994,"425 37 Hisings Kärra, Västra Götaland",2024,2,2.0L Diesel,Automatic,2024,211497.0,Ford,Ford Transit,Diesel,Västra Götaland
1144,Ford Transit Custom TransportbilarTransit Custom 280 L1 2.0 EcoBlue Manuell 136hk 2024,406986,"291 50 Kristianstad, Skåne",2024,1,2.0L Diesel,Manual,2024,406986.0,Ford,Ford Transit,Diesel,Skåne
1145,Ford Transit Custom Trend SWB 280 2.0 EcoBlue 136hk,406986,"331 44 Värnamo, Jönköping",2023,2,2.0L Diesel,Manual,2023,203493.0,Ford,Ford Transit,Diesel,Jönköping
1146,Mercedes Citan 110 Transportbilar cdi skåp l2 / Lagerbil,282070,"341 31 Ljungby, Kronoberg",2024,1,1.5L Diesel,Automatic,2024,282070.0,Mercedes,Mercedes Citan,Diesel,Kronoberg
1147,Ford Transit Custom Skåp Trend FWD 280 SWB 2.0L 136hk Aut,422994,"131 52 Nacka, Stockholm",2024,1,2.0L Diesel,Automatic,2024,422994.0,Ford,Ford Transit,Diesel,Stockholm
1148,Ford Ranger Raptor Double Cab 3.0L V6 BI-Turbo 292Hk,599900,"633 46 Eskilstuna, Södermanland",2022,1200,3.0L Petrol,Manual,2022,499.9166666666667,Ford,Ford Ranger,Petrol,Södermanland
1149,Kia Picanto Picanto,49900,"224 78 Lund, Skåne",2013,10300,1.0L Petrol,Manual,2013,4.844660194174757,Kia,Kia Picanto,Petrol,Skåne
1150,Ford Tourneo Custom Kombi 320 L2 130hk AUT 9-Sits | P-Värmare,335920,"721 37 Västerås, Västmanland",2022,6300,2.0L Diesel,Manual,2022,53.32063492063492,Ford,Ford Tourneo,Diesel,Västmanland
1151,Ford Transit Connect SKÅP L2 TREND HP 1.5 100HK AUT,254900,"262 72, Skåne",2024,565,1.5L Diesel,Automatic,2024,451.1504424778761,Ford,Ford Transit,Diesel,Skåne
1152,Mercedes EQE350 SUV 4MATIC AMG Advanced Plus,839800,"425 36 Hisings kärra, Västra Götaland",2024,1,Electric,Automatic,2024,839800.0,Mercedes,Mercedes EQE350,Electric,Västra Götaland
1153,Mercedes CLE300 4Matic Coupé AMG Premium *KAMPANJ*,741950,"425 36 Hisings kärra, Västra Götaland",2024,1,2.0L Petrol,Automatic,2024,741950.0,Mercedes,Mercedes CLE300,Petrol,Västra Götaland
1154,Kia Sorento SorentoPHEV AUT AWD ADVANCE,429900,"262 71, Skåne",2021,4555,1.6L Hybrid,Automatic,2021,94.37980241492865,Kia,Kia Sorento,Hybrid,Skåne
1155,Mercedes Sprinter Sprinter317 CDI SKÅP A2 PRO Demobil,515945,"331 34 Värnamo, Jönköping",2024,600,2.0L Diesel,Automatic,2024,859.9083333333333,Mercedes,Mercedes Sprinter,Diesel,Jönköping
1156,Renault Kangoo Kangoo E-TechE-TECH L1 ELECTRIC NORDIC LINE 120HK,389900,"504 31 Borås, Västra Götaland",2024,1,Electric,Automatic,2024,389900.0,Renault,Renault Kangoo,Electric,Västra Götaland
1157,"Renault Kangoo E-Tech L1 FÖRETAGSLEAS 2890:-/mån | 0,99% RÄNTA OMG LEV",309501,"176 76 Järfälla, Stockholm",2024,1,Electric,Automatic,2024,309501.0,Renault,Renault Kangoo,Electric,Stockholm
1158,Renault Espace TECHNO FULLHYBRID *DEMO*,449900,"431 53 Mölndal, Västra Götaland",2024,1,1.2L Hybrid,Automatic,2024,449900.0,Renault,Renault Espace,Hybrid,Västra Götaland
1159,BMW X3 X3XDRIVE30e M-Sport/Drag,359900,"291 50 Kristianstad, Skåne",2021,13483,2.0L Hybrid,Automatic,2021,26.692872506118817,BMW,BMW X3,Hybrid,Skåne
1160,MG HS HSLUXURY PLUG-IN HYBRID // 0% RÄNTEKAMPANJ //,459900,"441 39 Alingsås, Västra Götaland",2024,1,1.5L Hybrid,Automatic,2024,459900.0,MG,MG HS,Hybrid,Västra Götaland
1161,Dacia Sandero EXPRESSION TCE 90 CVT AUTOMAT,194900,"441 39 Alingsås, Västra Götaland",2024,600,1.0L Petrol,Automatic,2024,324.8333333333333,Dacia,Dacia Sandero,Petrol,Västra Götaland
1162,Land Rover Discovery Sport SE 2.0D 180HK,239000,"213 76 Malmö, Skåne",2019,11200,2.0L Diesel,Automatic,2019,21.339285714285715,Land,Land Rover,Diesel,Skåne
1163,Subaru Outback 2.5 CVT XFUEL FIELD 169hk AWD,349000,"231 66 Trelleborg, Skåne",2021,3649,2.5L Ethanol (E85),Automatic,2021,95.64264181967663,Subaru,Subaru Outback,Ethanol,Skåne
1164,Fiat e-Doblò Skåp L1 50KWH,315400,"212 37 Malmö, Skåne",2023,1,Electric,Automatic,2023,315400.0,Fiat,Fiat e-Doblò,Electric,Skåne
1165,Fiat e-Doblò Skåp l1 50kwh,315400,"212 37 Malmö, Skåne",2022,1,Electric,Automatic,2022,315400.0,Fiat,Fiat e-Doblò,Electric,Skåne
1166,Mercedes C300e // AMG Line Advanced Plus // Omgående Leverans,586400,"553 05 Jönköping, Jönköping",2024,1,2.0L Hybrid,Automatic,2024,586400.0,Mercedes,Mercedes C300e,Hybrid,Jönköping
1167,Mercedes EQE350 Special Edition // Advanced Plus & Panorama //,719050,"302 63 Halmstad, Halland",2024,1,Electric,Automatic,2024,719050.0,Mercedes,Mercedes EQE350,Electric,Halland
1168,BMW 530e 530eXDR,428700,"973 34 Luleå, Norrbotten",2022,3570,2.0L Hybrid,Automatic,2022,120.08403361344538,BMW,BMW 530e,Hybrid,Norrbotten
1169,Mercedes C300e Kombi *Vinterhjulskampanj*,581650,"302 63 Halmstad, Halland",2024,1,2.0L Hybrid,Automatic,2024,581650.0,Mercedes,Mercedes C300e,Hybrid,Halland
1170,Citroën C3 1.2 PureTech 83hk,118800,"163 53 Spånga, Stockholm",2021,3638,1.2L Petrol,Manual,2021,32.65530511269929,Citroën,Citroën C3,Petrol,Stockholm
1171,Ford Ranger XLT 2.0L EcoBlue 170 HK AUT,449900,"432 48 Varberg, Halland",2024,1,2.0L Diesel,Automatic,2024,449900.0,Ford,Ford Ranger,Diesel,Halland
1172,Ford Ranger 2023.75 MY DOUBLECAB 2.0L ECOB 170 HK 6-VÄX,449900,"152 42 Södertälje, Stockholm",2024,1,2.0L Diesel,Automatic,2024,449900.0,Ford,Ford Ranger,Diesel,Stockholm
1173,Ford Ranger Dubbelhytt XLT 2.0L EcoBlue 4x4 OMG LEVERANS,449900,"131 52 Nacka, Stockholm",2024,1,2.0L Diesel,Automatic,2024,449900.0,Ford,Ford Ranger,Diesel,Stockholm
1174,Mercedes EQE350 EQE SUV 4MATIC SUV Special Edition/AMG-Line Advance Plus,839800,"291 50 Kristianstad, Skåne",2024,1,Electric,Automatic,2024,839800.0,Mercedes,Mercedes EQE350,Electric,Skåne
1175,Ford Ranger XLT DOUBLECAB 2.0L 170 HK 6AT,449900,"281 33 Hässleholm, Skåne",2024,1,2.0L Diesel,Automatic,2024,449900.0,Ford,Ford Ranger,Diesel,Skåne
1176,BYD Han HANAWD EKLANDA,499900,"431 49 Mölndal, Västra Götaland",2023,2500,Electric,Automatic,2023,199.96,BYD,BYD Han,Electric,Västra Götaland
1177,Mercedes C300e Sedan *Vinterhjulskampanj*,566350,"425 36 Hisings kärra, Västra Götaland",2024,1,2.0L Hybrid,Automatic,2024,566350.0,Mercedes,Mercedes C300e,Hybrid,Västra Götaland
1178,Kia e-Niro Advance 64 kw 204hk * Godkänd*,279900,"18360 Täby, Stockholm",2022,5409,Electric,Automatic,2022,51.74708818635607,Kia,Kia e-Niro,Electric,Stockholm
1179,Kia XCeed Plug-In Hybrid *Begränsad Kampanj*,354194,"18360 Täby, Stockholm",2024,1,1.6L Hybrid,Automatic,2024,354194.0,Kia,Kia XCeed,Hybrid,Stockholm
1180,Ford Tourneo Transit Connect2.0 AWD 122Hk | 5-sits | X-Pack | Nya modellen,385440,"749 47 Enköping, Uppsala",2024,1,2.0L Diesel,Manual,2024,385440.0,Ford,Ford Tourneo,Diesel,Uppsala
1181,Citroën C4 C4SHINE 155hk / 1 Ägare / Nybilsgaranti,229900,"504 31 Borås, Västra Götaland",2022,2880,1.2L Petrol,Automatic,2022,79.82638888888889,Citroën,Citroën C4,Petrol,Västra Götaland
1182,Porsche 911 Carrera 4 GTS / VAT / Leasebar,1799000,"431 53 Mölndal, Västra Götaland",2024,1142,3.0L Petrol,Automatic,2024,1575.306479859895,Porsche,Porsche 911,Petrol,Västra Götaland
1183,Kia Soul EV e-SoulADVANCE LONG,249900,"141 74 Segeltorp, Stockholm",2021,3830,Electric,Automatic,2021,65.24804177545693,Kia,Kia Soul,Electric,Stockholm
1184,Mercedes EQE350 SUV SUV 4MATIC,819000,"421 32 Västra Frölunda, Västra Götaland",2025,1,Electric,Automatic,2025,819000.0,Mercedes,Mercedes EQE350,Electric,Västra Götaland
1185,Hongqi E-HS9 LONG RANGE 120kWh,799900,"504 31 Borås, Västra Götaland",2023,1,Electric,Automatic,2023,799900.0,Hongqi,Hongqi E-HS9,Electric,Västra Götaland
1186,Ford Transit TransportbilarConnect L1 1.5 Man | OMG.LEVERANS,244900,"131 52 Nacka, Stockholm",2024,1,1.5L Diesel,Manual,2024,244900.0,Ford,Ford Transit,Diesel,Stockholm
1187,Mercedes EQE350 SUV 4MATIC AMG Line//Inkl. ServiceCare // 1.95% Ränta,846600,"302 63 Halmstad, Halland",2024,1,Electric,Automatic,2024,846600.0,Mercedes,Mercedes EQE350,Electric,Halland
1188,Mercedes CLA200 Coupé *Privatleasingkampanj*,399000,"425 36 Hisings kärra, Västra Götaland",2025,1,1.3L Petrol,Automatic,2025,399000.0,Mercedes,Mercedes CLA200,Petrol,Västra Götaland
1189,Ford Transit Custom Transportbilar280 L1 136hk Automat *DEMO*,379900,"213 76 Malmö, Skåne",2024,500,2.0L Diesel,Automatic,2024,759.8,Ford,Ford Transit,Diesel,Skåne
1190,Mercedes Sprinter a2,279900,"254 68 Helsingborg, Skåne",2020,8000,2.1L Diesel,Manual,2020,34.9875,Mercedes,Mercedes Sprinter,Diesel,Skåne
1191,Mercedes CLA200 AMG Privatleasing från 5.095:-,434100,"302 63 Halmstad, Halland",2025,1,1.3L Petrol,Automatic,2025,434100.0,Mercedes,Mercedes CLA200,Petrol,Halland
1192,Renault Clio V ,204900,"302 41 Halmstad, Halland",2024,25,1.0L Petrol,Manual,2024,8196.0,Renault,Renault Clio,Petrol,Halland
1193,Mercedes GLC300e 4MATIC SUV *Privatleasing*,709000,"425 36 Hisings kärra, Västra Götaland",2025,1,2.0L Hybrid,Automatic,2025,709000.0,Mercedes,Mercedes GLC300e,Hybrid,Västra Götaland
1194,Ford Transit Custom Trend L2 2.0L 170hk AWD Drag Värmare,449900,"633 46 Eskilstuna, Södermanland",2024,500,2.0L Diesel,Automatic,2024,899.8,Ford,Ford Transit,Diesel,Södermanland
1195,Ford F-150 Lariat 4X4 SuperCrew 5.0 V8 406hk AUT | Dragkrok,536000,"721 37 Västerås, Västmanland",2021,11600,5.0L Petrol,Manual,2021,46.206896551724135,Ford,Ford F-150,Petrol,Västmanland
1196,Mercedes GLC300e 4MATIC SUV *Privatleasing*,729000,"425 36 Hisings kärra, Västra Götaland",2025,1,Hybrid,Automatic,2025,729000.0,Mercedes,Mercedes GLC300e,Hybrid,Västra Götaland
1197,Citroën e-Jumpy Transportbilar136 hk,309200,"374 32 Karlshamn, Blekinge",2021,2892,Electric,Automatic,2021,106.91562932226833,Citroën,Citroën e-Jumpy,Electric,Blekinge
1198,Ford Transit Connect L2 Skåp 100Hk Aut | Kampanj | Lagerbil,259900,"331 44 Värnamo, Jönköping",2024,1,1.5L Diesel,Automatic,2024,259900.0,Ford,Ford Transit,Diesel,Jönköping
1199,"Ford Ranger Wildtrak 3,0l V6 240hk | Bränsledriven värmare | Hjulpaket 16 | B&O Ljudsystem |",578147,"262 72, Skåne",2024,1,3.0L Diesel,Manual,2024,578147.0,Ford,Ford Ranger,Diesel,Skåne
1200,Mercedes GLC300e 4MATIC Coupé AMG Line Advanced,808600,"302 63 Halmstad, Halland",2025,1,2.0L Hybrid,Automatic,2025,808600.0,Mercedes,Mercedes GLC300e,Hybrid,Halland
1201,Mercedes GLC300e 4MATIC AMG/360-Kamera/Panorama/,729000,"302 63 Halmstad, Halland",2025,1,2.0L Hybrid,Automatic,2025,729000.0,Mercedes,Mercedes GLC300e,Hybrid,Halland
1202,Mercedes E300 e Kombi Advanced Plus Demo,674400,"461 70 Trollhättan, Västra Götaland",2024,950,2.0L Hybrid,Automatic,2024,709.8947368421053,Mercedes,Mercedes E300,Hybrid,Västra Götaland
1203,Mercedes GLE350e AMG / HUD / Pano / Luftfjädring,1167250,"302 63 Halmstad, Halland",2025,1,Hybrid,Automatic,2025,1167250.0,Mercedes,Mercedes GLE350e,Hybrid,Halland
1204,Kia EV6 AWD SPECIAL EDITION 325HK,566606,"431 68 Mölndal, Västra Götaland",2024,1,Electric,Automatic,2024,566606.0,Kia,Kia EV6,Electric,Västra Götaland
1205,Ford Transit Transit Connect CONNECTL1 Automat Drag,234900,"425 37 Hisings Kärra, Västra Götaland",2023,500,1.5L Diesel,Automatic,2023,469.8,Ford,Ford Transit,Diesel,Västra Götaland
1206,Mercedes C300e de 4M | AMG | LAGERKAMPANJ TILL 31/10,651850,"451 76 Uddevalla, Västra Götaland",2024,1,2.0L Hybrid,Automatic,2024,651850.0,Mercedes,Mercedes C300e,Hybrid,Västra Götaland
1207,Kia Sportage Plug-In Hybrid Advance,469000,"254 66 Helsingborg, Skåne",2025,1,1.6L Hybrid,Automatic,2025,469000.0,Kia,Kia Sportage,Hybrid,Skåne
1208,Mercedes EQA300 4MATIC Special Edition,549000,"431 37 Mölndal, Västra Götaland",2024,1,Electric,Automatic,2024,549000.0,Mercedes,Mercedes EQA300,Electric,Västra Götaland
1209,Dacia Sandero Essential 1.0 TCE 90hk Privatleasing Kampanj Från 1.990kr/månad,184900,"262 71, Skåne",2024,1,1.0L Petrol,Automatic,2024,184900.0,Dacia,Dacia Sandero,Petrol,Skåne
1210,Citroën e-Jumpy Transportbilar136 hk,309200,"374 32 Karlshamn, Blekinge",2021,2600,Electric,Automatic,2021,118.92307692307692,Citroën,Citroën e-Jumpy,Electric,Blekinge
1211,Mercedes EQA250+ *BESTÄLLNINGSBIL*,529000,"421 32 Västra Frölunda, Västra Götaland",2025,1,Electric,Automatic,2025,529000.0,Mercedes,Mercedes EQA250+,Electric,Västra Götaland
1212,Mercedes E300 E-Klass EKOMBI,719900,"213 75 Malmö, Skåne",2024,1512,2.0L Hybrid,Automatic,2024,476.12433862433863,Mercedes,Mercedes E300,Hybrid,Skåne
1213,Kia EV3 LONG RANGE,467800,"164 74 Kista, Stockholm",2025,1,Electric,Automatic,2025,467800.0,Kia,Kia EV3,Electric,Stockholm
1214,Land Rover Range Rover P550e Autobiography SWB,2149900,"582 72 Linköping, Östergötland",2024,110,3.0L Hybrid,Automatic,2024,19544.545454545456,Land,Land Rover,Hybrid,Östergötland
1215,Kia Sportage SportagePHEV ACTION,389900,"262 71, Skåne",2023,2639,1.6L Hybrid,Automatic,2023,147.74535809018568,Kia,Kia Sportage,Hybrid,Skåne
1216,Mercedes E300 E-KlassKOMBI/AMG-LINE/BURMESTER,689900,"254 66 Helsingborg, Skåne",2024,1200,2.0L Hybrid,Automatic,2024,574.9166666666666,Mercedes,Mercedes E300,Hybrid,Skåne
1217,"Mercedes EQE350 SUV Benz EQE SUV 350 4MATIC Special Edition 2024, SUV",839800,"431 37 Mölndal, Västra Götaland",2024,1,Electric,Automatic,2024,839800.0,Mercedes,Mercedes EQE350,Electric,Västra Götaland
1218,Mercedes GLE350e GLECoupe AMG-Line Premium *Lagerbil,1222350,"291 50 Kristianstad, Skåne",2024,1,Hybrid,Automatic,2024,1222350.0,Mercedes,Mercedes GLE350e,Hybrid,Skåne
1219,Mercedes EQA250+ | PROGRESSIVE | LAGERKAMPANJ |,529000,"451 76 Uddevalla, Västra Götaland",2024,1,Electric,Automatic,2024,529000.0,Mercedes,Mercedes EQA250+,Electric,Västra Götaland
1220,Jaguar I-Pace EV320 Signature 3-Fas Vinterhjul,339900,"582 72 Linköping, Östergötland",2021,13436,Electric,Automatic,2021,25.297707651086633,Jaguar,Jaguar I-Pace,Electric,Östergötland
1221,"Kia EV6 0,99% RÄNTEKAMPANJ",624100,"164 74 Kista, Stockholm",2024,1,Electric,Automatic,2024,624100.0,Kia,Kia EV6,Electric,Stockholm
1222,Dacia Sandero PRIVATLEASING KAMPANJ,184900,"431 68 Mölndal, Västra Götaland",2024,1,1.0L Petrol,Automatic,2024,184900.0,Dacia,Dacia Sandero,Petrol,Västra Götaland
1223,Mercedes GLE350e Coupé - Premium - Lagerbil,1189900,"421 32 Västra Frölunda, Västra Götaland",2024,1,Hybrid,Automatic,2024,1189900.0,Mercedes,Mercedes GLE350e,Hybrid,Västra Götaland
1224,BYD Atto 3 ATTO 3Design,285900,"141 74 Segeltorp, Stockholm",Dec 2022,1400,Electric,Automatic,2022,204.21428571428572,BYD,BYD Atto,Electric,Stockholm
1225,Renault Captur EVOLUTION TCE 90 *DEMO*,259900,"431 53 Mölndal, Västra Götaland",2024,1,1.0L Petrol,Manual,2024,259900.0,Renault,Renault Captur,Petrol,Västra Götaland
1226,Ford Explorer ExplorerCX740S 24.75 PREMIUM LR RWD A,625700,"213 76 Malmö, Skåne",2024,4,Electric,Automatic,2024,156425.0,Ford,Ford Explorer,Electric,Skåne
1227,Mercedes CLA200 CLA// Coupé // AMG Line Advance plus,399000,"504 31 Borås, Västra Götaland",2024,1,1.3L Petrol,Automatic,2024,399000.0,Mercedes,Mercedes CLA200,Petrol,Västra Götaland
1228,Kia XCeed Plug in Hybrid Action SUPERKAMPANJ PRIVATLEASING 3,354194,"431 68 Mölndal, Västra Götaland",2024,1,1.6L Hybrid,Automatic,2024,354194.0,Kia,Kia XCeed,Hybrid,Västra Götaland
1229,Mercedes CLE300 4MATIC | AMG | LAGERKAMPANJ | PANO |,729950,"451 76 Uddevalla, Västra Götaland",2024,1,2.0L Petrol,Automatic,2024,729950.0,Mercedes,Mercedes CLE300,Petrol,Västra Götaland
1230,Volvo V60 T6 AWD Momentum VOC Drag 310hk,299700,"721 34 Västerås, Västmanland",2019,6100,2.0L Petrol,Automatic,2019,49.131147540983605,Volvo,Volvo V60,Petrol,Västmanland
1231,Mercedes E300 E 4MATIC/AMG LINE/PANORMA/BURMESTER/LEVERANS DECEMBER,749900,"331 34 Värnamo, Jönköping",2024,950,2.0L Hybrid,Automatic,2024,789.3684210526316,Mercedes,Mercedes E300,Hybrid,Jönköping
1232,Kia EV6 Special Edition | FÖRETAGSERBJUDANDE |,569900,"451 76 Uddevalla, Västra Götaland",2024,1,Electric,Automatic,2024,569900.0,Kia,Kia EV6,Electric,Västra Götaland
1233,Dacia Sandero Essential tce 90 4x2 man,169000,"33144 Värnamo, Jönköping",Jan 2024,100,1.0L Petrol,Manual,2024,1690.0,Dacia,Dacia Sandero,Petrol,Jönköping
1234,Dacia Sandero SanderoEXPRESSION TCE 90 CVT,194900,"262 71, Skåne",May 2024,500,1.0L Petrol,Automatic,2024,389.8,Dacia,Dacia Sandero,Petrol,Skåne
1235,Ford Explorer Premium AWD Long Range 340hk | Värmepump | Eli,671700,"291 50 Kristianstad, Skåne",2024,1,Electric,Automatic,2024,671700.0,Ford,Ford Explorer,Electric,Skåne
