Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
