Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
Tesla Model Y Long Range AWD (Autopilot),393900kr,Delivered to you,2021,5985 mil,Electric,≈ 507 km,Automatic
Polestar 2 Long Range Dual Motor AWD Pilot Plus Performance,393900kr,Delivered to you,2022,7939 mil,Electric,≈ 460 km,Automatic
Tesla Model 3 Standard Range Plus RWD (Autopilot),242900kr,Delivered to you,2019,8887 mil,Electric,≈ 409 km,Automatic
"Hyundai Kona Electric 39,2 kWh Essential",203900kr,Delivered to you,2021,2980 mil,Electric,≈ 305 km,Automatic
Polestar 2 Standard Range Single Motor,329900kr,Delivered to you,2022,2000 mil,Electric,≈ 445 km,Automatic
Tesla Model 3 Performance AWD (Autopilot),294900kr,Delivered to you,2020,10553 mil,Electric,Automatic,377 kW (513 HP)
Polestar 2 Standard Range Single Motor Plus,357900kr,Delivered to you,2022,2739 mil,Electric,≈ 440 km,Automatic
Mercedes EQE300 AMG,495900kr,Delivered to you,2023,2438 mil,Electric,≈ 619 km,Automatic
Polestar 2 Long Range Single Motor,331900kr,Delivered to you,2022,6064 mil,Electric,≈ 539 km,Automatic
Tesla Model 3 Performance AWD Facelift (Autopilot),356900kr,Delivered to you,2021,7081 mil,Electric,≈ 567 km,Automatic
Polestar 2 Standard Range Single Motor,305900kr,Delivered to you,2022,4469 mil,Electric,≈ 445 km,Automatic
Tesla Model 3 Long Range AWD (Uppgraderad Autopilot),288900kr,Delivered to you,Mar 2019,7726 mil,Electric,≈ 560 km,Automatic
Renault Zoe R110 52 kWh Zen,163900kr,Delivered to you,Nov 2021,4402 mil,Electric,≈ 388 km,Automatic
Tesla Model 3 Long Range AWD Facelift (Autopilot),341900kr,Delivered to you,2021,5957 mil,Electric,≈ 614 km,Automatic
BMW i3 120 Ah Charged,231900kr,Delivered to you,Oct 2021,1541 mil,Electric,≈ 281 km,Automatic
Peugeot e-2008 50 kWh Allure Pack,226900kr,Delivered to you,Aug 2022,3082 mil,Electric,≈ 341 km,Automatic
Volvo EC40 Twin Motor Plus,419900kr,Delivered to you,Nov 2022,3746 mil,Electric,≈ 449 km,Automatic
Peugeot e-2008 50 kWh GT,218900kr,Delivered to you,Dec 2021,4862 mil,Electric,≈ 319 km,Automatic
Peugeot e-2008 Active,199900kr,Delivered to you,Aug 2022,4952 mil,Electric,≈ 336 km,Automatic
Peugeot e-208 Active Pack,162900kr,Delivered to you,2021,5996 mil,Electric,≈ 336 km,Automatic
Mazda MX30 e-Skyactiv Sky,177900kr,Delivered to you,Aug 2021,2842 mil,Electric,≈ 200 km,Automatic
Peugeot e-2008 Active,211900kr,Delivered to you,2022,2434 mil,Electric,≈ 336 km,Automatic
Peugeot e-2008 50 kWh Active,211900kr,Delivered to you,Jul 2022,2434 mil,Electric,≈ 336 km,Automatic
Peugeot e-208 Active Pack PDC LED Farthållare V-Hjul,187900kr,Delivered to you,May 2022,2349 mil,Electric,≈ 398 km,Automatic
Mazda MX30 e-Skyactiv EV Cosmo,194900kr,Delivered to you,Oct 2021,2269 mil,Electric,≈ 200 km,Automatic
Mazda MX30 e-Skyactiv Sky,175900kr,Delivered to you,May 2021,3477 mil,Electric,≈ 200 km,Automatic
Peugeot e-208 Active Pack,186900kr,Delivered to you,Oct 2022,3350 mil,Electric,≈ 362 km,Automatic
Hyundai Ioniq 5 72.6 kWh Advanced,368900kr,Delivered to you,Dec 2021,5195 mil,Electric,≈ 451 km,Automatic
Mazda MX30 e-Skyactiv EV Sky,179900kr,Delivered to you,2021,2554 mil,Electric,≈ 200 km,Automatic
Mazda MX30 e-Skyactiv EV Sky,164900kr,Delivered to you,2021,3753 mil,Electric,≈ 200 km,Automatic
Peugeot e-2008 50 kWh Active,199900kr,Delivered to you,2021,876 mil,Electric,≈ 319 km,Automatic
"Tesla Model 3 Long Range AWD Autopilot 19"" Pano V-Hjul",296900kr,Delivered to you,Sep 2020,8725 mil,Electric,≈ 560 km,Automatic
Fiat 500e 42 kWh Passion,164900kr,Delivered to you,2021,2983 mil,Electric,≈ 330 km,Automatic
Polestar 2 Long Range Single Motor,315900kr,Delivered to you,2022,7914 mil,Electric,≈ 539 km,Automatic
"BMW i3 120 Ah Charged Plus Driving Ass. Kamera V-Hjul 5,99 %",225900kr,Delivered to you,May 2022,2135 mil,Electric,≈ 296 km,Automatic
Tesla Model 3 Performance AWD Facelift (Autopilot),372900kr,Delivered to you,2021,5206 mil,Electric,≈ 567 km,Automatic
Polestar 2 Long Range Dual Motor AWD Pilot Plus,364900kr,Delivered to you,2021,6141 mil,Electric,≈ 447 km,Automatic
"VW e-Golf 35.8 kWh PlusPkt Navi ACC LED 5,99% V-Hjul",164900kr,Delivered to you,Nov 2017,9198 mil,Electric,≈ 232 km,Automatic
Peugeot e-208 50 kWh Allure,203900kr,Delivered to you,May 2022,1825 mil,Electric,≈ 361 km,Automatic
Tesla Model 3 Long Range AWD (Uppgraderad Autopilot),269900kr,Delivered to you,May 2019,11967 mil,Electric,≈ 600 km,Automatic
Tesla Model 3 Long Range AWD (Uppgraderad Autopilot),285900kr,Delivered to you,Apr 2019,8320 mil,Electric,≈ 560 km,Automatic
Audi e-tron 55 quattro S-Line,529900kr,Delivered to you,2022,5671 mil,Electric,≈ 386 km,Automatic
Peugeot e-2008 50 kWh GT,227900kr,Delivered to you,2021,2031 mil,Electric,≈ 319 km,Automatic
Mazda MX30 e-Skyactiv EV Sky,183900kr,Delivered to you,Nov 2021,1658 mil,Electric,≈ 265 km,Automatic
Mazda MX30 e-Skyactiv EV Cosmo,188900kr,Delivered to you,Oct 2021,1758 mil,Electric,≈ 200 km,Automatic
Peugeot e-208 Active Pack,186900kr,Delivered to you,2022,1154 mil,Electric,≈ 362 km,Automatic
XPENG G9 Long Range RWD,639900kr,Delivered to you,2023,481 mil,Electric,≈ 570 km,Automatic
Tesla Model X Long Range AWD (Autopilot),489900kr,Delivered to you,2020,11730 mil,Electric,≈ 507 km,Automatic
Nissan Leaf 40 kWh Tekna,154900kr,Delivered to you,2019,8 922 mil,Electric,≈ 270 km,
Renault Zoe R110 52 kWh Zen,169900kr,Delivered to you,2022,2 635 mil,Electric,≈ 388 km,
"Hyundai Ioniq 5 72,6 kWh Essential",349900kr,Delivered to you,2022,4 410 mil,Electric,≈ 481 km,
Renault Zoe R110 52 kWh Zen,164900kr,Delivered to you,2022,4512 mil,Electric,≈ 388 km,Automatic
VW ID3 Pro Performance,276900kr,Delivered to you,2022,3368 mil,Electric,≈ 422 km,Automatic
Tesla Model 3 Long Range AWD Facelift (Autopilot),334900kr,Delivered to you,2021,7475 mil,Electric,≈ 614 km,Automatic
Renault Zoe R110 52 kWh Zen Citypaket,164900kr,Delivered to you,2022,4402 mil,Electric,≈ 388 km,Automatic
Renault Zoe R110 52 kWh Zen,164900kr,Delivered to you,2022,2990 mil,Electric,≈ 388 km,Automatic
Tesla Model 3 Performance Pano Svart skinn 510hk,329800kr,"781 70 Borlänge, Dalarna",2020,8227 mil,Electric,≈ 567 km,Automatic
BMW i3 94 Ah Comfort Navi 170hk,144800kr,"781 70 Borlänge, Dalarna",2018,12317 mil,Electric,≈ 300 km,Automatic
Audi A6 Allroad Den här bilen är kvalitetsgranskad av Kamux quattro 40 TDI Nav Kamera drag,381600kr,"781 70 Borlänge, Dalarna",2022,9593 mil,2.0L Diesel,Automatic,204 HP (150 kW)
BMW 530 d xDrive Touring Steptronic Navigation 258hk,139800kr,"432 32 Varberg, Halland",2014,23332 mil,3.0L Diesel,Automatic,259 HP (190 kW)
BMW 530 xDrive Touring Sportline HiFi Drag Värmare Navi 252h,293700kr,"212 39 Malmö, Skåne",2019,9800 mil,2.0L Petrol,Automatic,252 HP (185 kW)
Skoda Octavia iV DSG Style Cockpit Backkamera Drag 204hk,269800kr,"432 32 Varberg, Halland",2021,6 498 mil,1.4L Hybrid,Automatic,
Skoda Octavia Combi 2.0 TDI DSG Drag PDC 150hk,124800kr,"582 73 Linköping, Östergötland",2015,13100 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Skoda Octavia Combi iV Style Cockpit Värmare Drag Kamera MOMS,229800kr,"582 73 Linköping, Östergötland",2021,12900 mil,1.4L Hybrid,Automatic,204 HP (150 kW)
BMW 118 2.0 5-door Steptronic Sport line Bluetooth Navi,179800kr,"582 73 Linköping, Östergötland",2018,12808 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Kia Ceed Sportswagon PHEV Advanced Värmare Navi Kamera MOMS,209800kr,"582 73 Linköping, Östergötland",2022,9831 mil,1.6L Hybrid,Automatic,141 HP (103 kW)
Skoda Superb iV PHEV Business Edt Värmare Canton Navi Kamera,249800kr,"582 73 Linköping, Östergötland",2021,11900 mil,1.4L Hybrid,Automatic,157 HP (115 kW)
Skoda Octavia 1.6 TDI DSG Kombi Värmare PDC Drag,119800kr,"582 73 Linköping, Östergötland",2017,16820 mil,1.6L Diesel,Automatic,111 HP (81 kW)
Hyundai Tucson 1.7 CRDi Manuell 116hk 2016,154900kr,"212 39 Malmö, Skåne",2016,8747 mil,1.7L Diesel,Manual,116 HP (85 kW)
VW CC 2.0 TDI BlueMotion DSG Backkamera Drag Kamrem bytt,119800kr,"422 46 Göteborg, Västra Götaland",1 / 1,2014,20 000 mil,2.0L Diesel,Automatic
Skoda Superb iV Combi 1.4 Plug-in Hybrid Business Edition Style 218hk,309800kr,"422 46 Göteborg, Västra Götaland",1 / 1,2020,4 580 mil,1.4L Hybrid,Automatic
Audi A6 Sedan 50 TDI quattro S-line Sensorer Drag 286hk,354900kr,"302 53 Halmstad, Halland",2019,11541 mil,3.0L Diesel,Automatic,286 HP (210 kW)
Audi A5 Sportback 2.0 TFSI Proline Sports Edition 190hk,219800kr,"302 53 Halmstad, Halland",2018,14853 mil,2.0L Petrol,Automatic,191 HP (140 kW)
BMW 118 M-sport Sensorer 136hk,167900kr,"302 53 Halmstad, Halland",2018,8950 mil,1.5L Petrol,Manual,136 HP (100 kW)
BMW 530e 30e xDrive M-Sport iPerformance Sedan Navi B-Kamera,339800kr,"194 66 Upplands Väsby, Stockholm",2020,8145 mil,2.0L Hybrid,Automatic,252 HP (185 kW)
Peugeot 3008 1.2 GT-Line PureTech EAT 130hk,176900kr,"212 39 Malmö, Skåne",2019,13900 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Seat Tarraco PHEV FR Cockpit 360-kam Drag MOMS 245 HK,327500kr,"212 39 Malmö, Skåne",2021,5100 mil,1.4L Hybrid,Automatic,245 HP (180 kW)
Dacia Duster Duster1.5 dCi EDC. 109hp. 2017,119800kr,"432 32 Varberg, Halland",Sep 2017,11000 mil,1.5L Diesel,Automatic,109 HP (80 kW)
Toyota C-HR Hybrid CVT B-Kamera Moms 122hk,184900kr,"422 46 Göteborg, Västra Götaland",2021,16430 mil,1.8L Hybrid,Automatic,122 HP (89 kW)
Audi Q3 35 TFSI S Tronic Värmare Drag 150hk,299800kr,"254 66 Helsingborg, Skåne",2021,3900 mil,1.5L Petrol,Automatic,150 HP (110 kW)
Audi Q5 Q540 TDI quattro S Tronic 190hp 2019,344800kr,"781 70 Borlänge, Dalarna",2019,9761 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Peugeot 308 1.2 e-THP Active Apple Carplay Moms 130hk,158900kr,"194 66 Upplands Väsby, Stockholm",2019,6378 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Mercedes A200 d 4MATIC 7G-DCT AMG Kamera 136hk,187800kr,"422 46 Göteborg, Västra Götaland",2017,13500 mil,2.1L Diesel,Automatic,136 HP (100 kW)
Seat Ateca 1.5 TSI 4Drive DSG Värmare Adaptiv Fart Drag 150hk,229800kr,"394 70 Kalmar, Kalmar",2019,4618 mil,1.5L Petrol,Automatic,150 HP (110 kW)
Mini Cooper Countryman SE ALL4 Salt II Navi HuD 224hk,238900kr,"212 39 Malmö, Skåne",2020,6125 mil,1.5L Hybrid,Automatic,224 HP (164 kW)
VW Tiguan 2.0 TDI 4Motion DSG 150hk,298900kr,"721 34 Västerås, Västmanland",2021,7010 mil,2.0L Diesel,Automatic,150 HP (110 kW)
"BMW 330e M Sport ""BLACKWEEK"" Cockpit Navi Applecarplay PDC 292 hk",338800kr,"371 47 Karlskrona, Blekinge",2020,5103 mil,2.0L Hybrid,Automatic,292 HP (214 kW)
"BMW 330e xDrive M-sport ""BLACKWEEK"" Navi HiFi ljud 292 hk",349800kr,"394 70 Kalmar, Kalmar",2021,8665 mil,2.0L Hybrid,Automatic,292 HP (214 kW)
"BMW i3 BLACKWEEK"" 120 Ah Comfort Advanced Navi Professinal",208800kr,"371 47 Karlskrona, Blekinge",2020,1487 mil,Electric,≈ 308 km,Automatic
BMW 330e Sedan Plug-In 292hk Sport Line HiFi Cockpit 1-Ägare,314800kr,"371 47 Karlskrona, Blekinge",2020,6827 mil,2.0L Hybrid,Automatic,292 HP (214 kW)
Mercedes GLC300e Plug in AMG 4Matic Drag B-kam Navi,386800kr,"394 70 Kalmar, Kalmar",2021,12610 mil,2.0L Hybrid,Automatic,306 HP (225 kW)
Volvo V40 T2 PDC P-värmare Manuell 122 hk,148800kr,"371 47 Karlskrona, Blekinge",2017,7746 mil,2.0L Petrol,Manual,123 HP (90 kW)
Skoda Superb 2.0 TDI 4x4 L&K Drag D-Värmare Canton 190hk,274800kr,"781 70 Borlänge, Dalarna",2019,8117 mil,2.0L Diesel,Automatic,191 HP (140 kW)
BMW i3 i360 Ah REX Automatic 170hp 2016,139800kr,"721 34 Västerås, Västmanland",2016,9924 mil,Hybrid,Automatic,170 HP (125 kW)
Mercedes A200 7G-DCT Backkamera Navi Advantage,224800kr,"422 46 Göteborg, Västra Götaland",2019,8600 mil,1.3L Petrol,Automatic,164 HP (120 kW)
Mercedes A180 d 7G-DCT 116hk,214800kr,"611 38 Nyköping, Södermanland",2019,7500 mil,1.5L Diesel,Automatic,116 HP (85 kW)
Ford Focus Combi 1.0 Titanium B-Kam Blåtand 125hk,149000kr,"194 66 Upplands Väsby, Stockholm",2019,12200 mil,1.0L Petrol,Automatic,126 HP (92 kW)
VW Amarok DoubleCab 4Motion B-kamera Drag Skinn 180 hk,144800kr,"394 70 Kalmar, Kalmar",2016,30427 mil,2.0L Diesel,Automatic,180 HP (132 kW)
Volvo V60 CC D3 Summum B-kamera Drag Navi VOC 150hk,208500kr,"212 39 Malmö, Skåne",2018,12850 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Skoda Superb Kombi 2.0 TDI 4x4 DSG Sequential 170hp 2014,89800kr,"422 46 Göteborg, Västra Götaland",2014,22100 mil,2.0L Diesel,Automatic,170 HP (125 kW)
VW T-Roc 1.5 TSI DSG Adaptiv farthållare Sensorer Carplay 150hk,223900kr,"212 39 Malmö, Skåne",2020,7000 mil,1.5L Petrol,Automatic,150 HP (110 kW)
Toyota C-HR 1.2 Turbo AWD Executive Teknik JBL B-Kam Värm 116hk,149900kr,"194 66 Upplands Väsby, Stockholm",2018,19236 mil,1.2L Petrol,Automatic,116 HP (85 kW)
Peugeot 5008 1.5 BlueHDi Allure 7-sits Värmare Drag Carplay,209900kr,"611 38 Nyköping, Södermanland",2019,9135 mil,1.5L Diesel,Manual,131 HP (96 kW)
Mini Cooper Clubman Pepper Keyless LED PDC,147800kr,"553 03 Jönköping, Jönköping",2017,9102 mil,1.5L Petrol,Manual,136 HP (100 kW)
BMW X1 xDrive25e BLACK WEEK Sensorer Skinn MOMS 220hk,284900kr,"432 32 Varberg, Halland",2021,10340 mil,1.5L Hybrid,Automatic,220 HP (161 kW)
Subaru Outback Outback2.0 4WD Active B-Kamera,178500kr,"781 70 Borlänge, Dalarna",2015,12000 mil,2.0L Diesel,Automatic,150 HP (110 kW)
BMW 430 xDrive GC M Sport Innovation Taklucka Navi Läder 252hk,319800kr,"212 39 Malmö, Skåne",2020,7950 mil,2.0L Petrol,Automatic,252 HP (185 kW)
"Skoda Octavia Scout 2.0 TDI 4x4 Premium ""BLACKWEEK"" Drag D-värm 150 hk",202800kr,"653 41 Karlstad, Värmland",2019,13301 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Volvo S90 T8 TwEn AWD R-Design Taklucka 407hk,419800kr,"611 38 Nyköping, Södermanland",2020,6500 mil,2.0L Hybrid,Automatic,392 HP (288 kW)
Audi A6 Avant 50 TDI Q S line Cockpit Värmare Drag 286hk,374900kr,"721 34 Västerås, Västmanland",2019,11070 mil,3.0L Diesel,Automatic,286 HP (210 kW)
Audi Q5 40 TDI quattro Proline D-värmare Drag 190hk,297800kr,"582 73 Linköping, Östergötland",2019,10495 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Tesla Model 3 3 Long Range AWD 440hk,314900kr,"721 34 Västerås, Västmanland",2021,9450 mil,Electric,≈ 580 km,Automatic
Kia Stonic 1.4 MPi Advance B-Kamera Applecarplay 99hk,129800kr,"721 34 Västerås, Västmanland",2018,8038 mil,1.4L Petrol,Manual,100 HP (73 kW)
Cupra Ateca 2.0 TSI 4Drive DSG Cockpit Pano 360° 300 hk,304700kr,"702 36 Örebro, Örebro",2019,5866 mil,2.0L Petrol,Automatic,301 HP (221 kW)
BMW X3 20i xDrive Steptronic M-sport Cockpit Navi Drag 184hk,334700kr,"194 66 Upplands Väsby, Stockholm",2019,6800 mil,2.0L Petrol,Automatic,184 HP (135 kW)
Kia Optima Hybrid SW PHEV Adv Plus 1 Fleet Edt H/K 205hk,189700kr,"781 70 Borlänge, Dalarna",2018,9719 mil,2.0L Hybrid,Automatic,205 HP (150 kW)
Mercedes A180 AMG Pano Navi B-Kamera d 7G-DCT,189800kr,"254 66 Helsingborg, Skåne",May 2018,12000 mil,1.5L Diesel,Automatic,109 HP (80 kW)
Mercedes GLC300 4MATIC 9G-Tronic 258hk,449800kr,"863 37 Sundsvall, Västernorrland",2020,7230 mil,2.0L Petrol,Automatic,259 HP (190 kW)
Ford Explorer ExplorerPlug-In Hybrid SelectShift 457hp 2020,487900kr,"702 36 Örebro, Örebro",2020,7189 mil,3.0L Hybrid,Automatic,457 HP (336 kW)
BMW 530e 292 hk MOMS Navi B-kamera Rattvärme,339700kr,"702 36 Örebro, Örebro",2021,8692 mil,2.0L Hybrid,Automatic,292 HP (214 kW)
VW Tiguan 2.0 TDI 4Motion Executive Premium Sport Drag D-värm 190 hk,274800kr,"653 41 Karlstad, Värmland",2019,9804 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Toyota Corolla CorollaTouring Sports Hybrid e-CVT 184hp,214700kr,"781 70 Borlänge, Dalarna",2019,7866 mil,2.0L Hybrid,Automatic,184 HP (135 kW)
Volvo XC70 D4 AWD Geartronic 181hk 2015,179800kr,"863 37 Sundsvall, Västernorrland",2015,18000 mil,2.4L Diesel,Automatic,181 HP (133 kW)
BMW 330 Sedan Sportline Eu6 LED 252hk,174800kr,"781 70 Borlänge, Dalarna",2016,16129 mil,2.0L Petrol,Automatic,252 HP (185 kW)
BMW X1 sDrive20i Steptronic Navi HUD 192hk,268500kr,"212 39 Malmö, Skåne",2019,5900 mil,2.0L Petrol,Automatic,192 HP (141 kW)
Audi A5 Sportback 45 TFSI quattro 265 hk MOMS B-kamera,348900kr,"702 36 Örebro, Örebro",2021,5019 mil,2.0L Petrol,Automatic,266 HP (195 kW)
Mercedes GLA200 GLA7G-DCT 156hp,209800kr,"721 34 Västerås, Västmanland",2017,10819 mil,1.6L Petrol,Automatic,157 HP (115 kW)
BMW M2 M2 Den här bilen är kvalitetsgranskad av KamuxCompetition DCT 410hp 2020,556800kr,"371 47 Karlskrona, Blekinge",2020,4376 mil,3.0L Petrol,Automatic,411 HP (302 kW)
VW Tiguan 2.0 TDI 4Motion 190 hk Drag D-värm Navi,234800kr,"653 41 Karlstad, Värmland",2018,13304 mil,2.0L Diesel,Automatic,191 HP (140 kW)
BMW 530e iPerformance Sport line Navi B-kamera Skinn 252 hk,301800kr,"702 36 Örebro, Örebro",2019,6022 mil,2.0L Hybrid,Automatic,252 HP (185 kW)
Hyundai Tucson 1.6 T-GDI 4WD Advanced Navi Cockpit Skinn 180hk,276800kr,"42246 Hisingsbacka, Västra Götaland",2021,11001 mil,1.6L Hybrid,Automatic,180 HP (132 kW)
Volvo S60 Polestar Optimisation T5 R-design H/K Taklucka 253hk,323800kr,"371 47 Karlskrona, Blekinge",2020,7106 mil,2.0L Petrol,Automatic,253 HP (186 kW)
BMW 218 i Gran Coupé M-sport Cockpit 136hk,279800kr,"432 32 Varberg, Halland",May 2022,3438 mil,1.5L Petrol,Automatic,136 HP (100 kW)
Mini Cooper D Clubman Manuell 5-dörrar Pano Chili 150hk,126800kr,"254 66 Helsingborg, Skåne",2016,16690 mil,2.0L Diesel,Manual,150 HP (110 kW)
Volvo V90 CC D5 AWD Advanced Ed Drag VOC Värmare,336800kr,"422 46 Göteborg, Västra Götaland",2019,11700 mil,2.0L Diesel,Automatic,236 HP (173 kW)
Toyota RAV4 Hybrid RAV4E-CV Executive JBL Navi Carplay 218hk,316700kr,"422 46 Göteborg, Västra Götaland",2019,6270 mil,2.5L Hybrid,Automatic,218 HP (160 kW)
BMW 530 d xDrive Pano H K Drag Skinn 2015,184800kr,"582 73 Linköping, Östergötland",Jul 2014,19006 mil,3.0L Diesel,Automatic,259 HP (190 kW)
BMW X5 xDrive40e M-Sport H/K Drag B-Kam 313hk,341700kr,"781 70 Borlänge, Dalarna",2017,11958 mil,2.0L Hybrid,Automatic,313 HP (230 kW)
VW Arteon Arteon2.0 TSI 4Motion DSG Sequential 280hp 2018,264800kr,"553 03 Jönköping, Jönköping",Mar 2018,8334 mil,2.0L Petrol,Automatic,281 HP (206 kW)
Mini Cooper D Countryman 112hk,86700kr,"781 70 Borlänge, Dalarna",2013,12505 mil,1.6L Diesel,Manual,112 HP (82 kW)
BMW X5 Den här bilen är kvalitetsgranskad av Kamux xDrive40e Steptronic M Sport Pano 313hk,336800kr,"721 34 Västerås, Västmanland",2017,12439 mil,2.0L Hybrid,Automatic,313 HP (230 kW)
Hyundai i30 5-door 1.6 GDI Manual 135hp 2017,134900kr,"254 66 Helsingborg, Skåne",2017,7400 mil,1.4L Petrol,Manual,135 HP (99 kW)
Peugeot 308 SW 1.2 e-THP Active Bluetooth PDC Lane-Assist,129800kr,"553 03 Jönköping, Jönköping",2018,2811 mil,1.2L Petrol,Manual,111 HP (81 kW)
Volvo V40 CC D3 Business Advanced Navi B-Kamera 150 HK,166800kr,"394 70 Kalmar, Kalmar",2018,10611 mil,2.0L Diesel,Manual,150 HP (110 kW)
Kia Soul EV Long Range 64 kWh GLS Moms 204hk,274800kr,"194 66 Upplands Väsby, Stockholm",Oct 2022,2570 mil,Electric,≈ 452 km,Automatic
Renault Kadjar 1.3 TCe 140hk,131800kr,"352 46 Växjö, Kronoberg",2019,9056 mil,1.3L Petrol,Manual,141 HP (103 kW)
Skoda Superb 2.0 TDI EVO DSG Cockpit B-kamera Navi 150hk,266700kr,"254 66 Helsingborg, Skåne",2021,10000 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Kia Sorento 2.2 CRDi AWD Full utr Pano Skinn Navi 360 Drag Värmare,199900kr,"611 38 Nyköping, Södermanland",2016,15169 mil,2.2L Diesel,Automatic,200 HP (147 kW)
Audi A5 Coupé 2.0 TDI S-Line B&O HuD Kamera Cockpit Elstol,224800kr,"553 03 Jönköping, Jönköping",2017,15920 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Ford Fiesta 5-door 1.0 EcoBoost Titanium Låg Skatt 100hk,104900kr,"254 66 Helsingborg, Skåne",2017,4392 mil,1.0L Petrol,Manual,101 HP (74 kW)
VW Tiguan 2.0 TDI 4M DSG Kamera Adap FH Drag,224800kr,"553 03 Jönköping, Jönköping",2019,12608 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Kia Soul 1.6 CRDi DCT Advance Rattvärme PDC Bluetooth,129800kr,"553 03 Jönköping, Jönköping",2016,11450 mil,1.6L Diesel,Automatic,136 HP (100 kW)
BMW M550 i,336800kr,"653 41 Karlstad, Värmland",Aug 2017,15902 mil,4.4L Petrol,Automatic,463 HP (340 kW)
Ford Kuga 1.5 EcoBoost ST-line Backkamera Navi Sony 150h,199800kr,"302 53 Halmstad, Halland",2019,5248 mil,1.5L Petrol,Automatic,150 HP (110 kW)
Honda CR-V Hybrid AWD E-CVT Executive Pano B-Kamera Drag 215 HK,284900kr,"781 70 Borlänge, Dalarna",Jun 2019,8612 mil,2.0L Hybrid,Automatic,215 HP (158 kW)
Seat Leon ST ST 2.0 TSI DSG Carplay 290hk,159900kr,"194 66 Upplands Väsby, Stockholm",Feb 2016,17605 mil,2.0L Petrol,Automatic,290 HP (213 kW)
Kia Niro NiroHybrid DCT 141hp 2022,259700kr,"721 34 Västerås, Västmanland",2022,3767 mil,1.6L Hybrid,Automatic,141 HP (103 kW)
Citroën C4 Happy Edition Sensorer K-rem bytt 130hk,98800kr,"863 37 Sundsvall, Västernorrland",2016,11450 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Lexus RX450h AWD 3.5 V6 AWD E-CVT 313 HK,334700kr,"863 37 Sundsvall, Västernorrland",2018,12953 mil,3.5L Hybrid,Automatic,313 HP (230 kW)
Mercedes GLC220 d 4MATIC AMG Backkamera Navi 170hk,299800kr,"302 53 Halmstad, Halland",2019,11100 mil,2.1L Diesel,Automatic,170 HP (125 kW)
Kia Soul EV e-Soul64 kWh 204hp 2021,214700kr,"863 37 Sundsvall, Västernorrland",2021,6629 mil,Electric,≈ 452 km,Automatic
BMW X1 xDrive20d Sport Line M-Ratt PDC,244800kr,"582 73 Linköping, Östergötland",2018,8700 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Audi Q7 3.0 TDI V6 quattro 7-sits Drag Värmare,179800kr,"582 73 Linköping, Östergötland",Apr 2012,15600 mil,3.0L Diesel,Automatic,204 HP (150 kW)
Mini Cooper SD Countryman ALL4 Chili H/K Navi Drag 143hk,119800kr,"753 23 Uppsala, Uppsala",2014,15100 mil,2.0L Diesel,Automatic,143 HP (105 kW)
VW Tiguan 2.0 TDI 4Motion R-line Drag Värmare Kamera,264800kr,"582 73 Linköping, Östergötland",2019,11400 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Volvo XC40 Recharge T5 DCT Inscription Orrefors Drag VOC Kamera 262hk,364800kr,"212 39 Malmö, Skåne",2021,5550 mil,1.5L Hybrid,Automatic,261 HP (191 kW)
Hyundai Santa Fe 2.2 CRDi 4WD Premium B-Kamera Infinity Drag 200hk,194700kr,"212 39 Malmö, Skåne",1 / 1,2017,14 900 mil,2.2L Diesel,Automatic
Toyota Corolla Hybrid GR Sport 184 hk,274800kr,"653 41 Karlstad, Värmland",1 / 1,2021,3 450 mil,2.0L Hybrid,Manual
DS Automobiles DS3 Crossback E-Tense Performance Line,214900kr,"113 29 Stockholm, Stockholm",2019,4627 mil,Electric,≈ 318 km,Automatic
Peugeot e-2008 50 kWh Active Pack,207900kr,"113 29 Stockholm, Stockholm",2022,3018 mil,Electric,≈ 336 km,Automatic
Peugeot e-2008 50 kWh Active Pack,205900kr,"113 29 Stockholm, Stockholm",Oct 2021,664 mil,Electric,≈ 319 km,Automatic
Peugeot e-208 Active Pack,182900kr,"113 29 Stockholm, Stockholm",2022,2228 mil,Electric,≈ 362 km,Automatic
Peugeot e-208 Allure Pack,201900kr,"113 29 Stockholm, Stockholm",2022,2056 mil,Electric,≈ 361 km,Automatic
Peugeot e-208 Active Pack,184900kr,"113 29 Stockholm, Stockholm",2022,1693 mil,Electric,≈ 362 km,Automatic
Mercedes GLS400 AMG Burmester® 3D *SE SPEC* 330hk,849900kr,"44245 Kungälv, Västra Götaland",1 / 3,Jan 2019,5 579 mil,2.9L Diesel,Automatic
